rating_method,quadrant,cr_v,cr_a,cr_dist,cr_angle,cr_time
V1,HP,0.4545,0.16275,0.7564135321955854,0.23149348384971127,6.42
V1,HP,0.4481562500000001,0.16449999999999998,0.7500092507811493,0.33191350875450515,6.45
V1,HP,0.44503125,0.164625,0.7547072352532267,0.3235845270665808,6.49
V1,HP,0.44206249999999997,0.16499999999999998,0.7597305362370268,0.31070664041530804,6.52
V1,HP,0.44328125,0.17128124999999997,0.769938352609181,0.3074504818095578,6.55
V1,HP,0.44234375000000004,0.17678125,0.7740256617030001,0.3063993495190318,6.59
V1,HP,0.442125,0.18231250000000002,0.77710546628374,0.30495856793871395,6.62
V1,HP,0.441875,0.18771875,0.7810710143299137,0.4027382883307009,6.65
V1,HP,0.44046874999999996,0.19125,0.7862053045007262,0.4022243773616815,6.69
V1,HP,0.43775000000000003,0.1918125,0.7876876782417706,0.4034139250687103,6.72
V1,HP,0.43381250000000005,0.19090625,0.7873294833091,0.40410107244099414,6.75
V1,HP,0.42725,0.19103124999999999,0.7814127352963096,0.40240407466923467,6.79
V1,HP,0.42146875000000006,0.19037500000000002,0.773903026464959,0.39937152771542317,6.82
V1,HP,0.416625,0.19034375,0.76659299402424,0.39656377499724094,6.85
V1,HP,0.4135,0.18881250000000002,0.7617482385669981,0.4221328656337414,6.89
V1,HP,0.41321874999999997,0.1854375,0.7585720223263278,0.41960050948670236,6.92
V1,HP,0.41568750000000004,0.180625,0.7533089112042258,0.4184713840720563,6.95
V1,HP,0.42078125,0.1756875,0.748039127736584,0.4183787802170094,6.99
V1,HP,0.42884374999999997,0.170375,0.7401420348579748,0.4173552915907644,7.02
V1,HP,0.4383125,0.16490625,0.7309164811266066,0.41523766645329246,7.05
V1,HP,0.44018750000000006,0.15996875000000002,0.7227132168467334,0.3406351461842822,7.09
V1,HP,0.44009375,0.15375,0.7129561315430912,0.3370451532816149,7.12
V1,HP,0.43565624999999997,0.1514375,0.7080124582021117,0.28758817275811677,7.15
V1,HP,0.43225,0.1500625,0.7050154732005176,0.26295031253254686,7.19
V1,HP,0.43221875000000004,0.15215625,0.7066538780028526,0.26302645239678957,7.22
V1,HP,0.43271875000000004,0.15512499999999999,0.7084252080717898,0.2602418430418395,7.25
V1,HP,0.4345625,0.15834375,0.7107783191710462,0.25541928900441946,7.29
V1,HP,0.43771875,0.163625,0.7160204372885358,0.28586831262917467,7.32
V1,HP,0.4415,0.17009375000000002,0.7226708291426521,0.2849359830828604,7.35
V1,HP,0.44578125,0.17478125000000003,0.729354504909718,0.28194865746232667,7.39
V1,HP,0.45059375,0.18053124999999998,0.7381914491703501,0.3278971460040422,7.42
V1,HP,0.4565625,0.188625,0.7504746407952694,0.32399382476487726,7.45
V1,HP,0.46268750000000003,0.197625,0.7633049831268286,0.321211276097543,7.49
V1,HP,0.4654375,0.20850000000000002,0.7735911612713731,0.32307981602322344,7.52
V1,HP,0.4673125,0.21559375,0.7782117518496027,0.32789484269698305,7.55
V1,HP,0.46659375,0.21709375,0.7765414559388791,0.33277479870318505,7.59
V1,HP,0.46381249999999996,0.2155625,0.7711575569486848,0.33763766017161667,7.62
V1,HP,0.45928125000000003,0.21399999999999997,0.7644947808223417,0.2947154502248882,7.65
V1,HP,0.45518749999999997,0.21531249999999996,0.7611073159009141,0.30175845404928453,7.69
V1,HP,0.45159375,0.2170625,0.7583214613403231,0.3103161787267521,7.72
V1,HP,0.45037499999999997,0.21865625,0.7569712337966689,0.3172388415426556,7.75
V1,HP,0.447125,0.215875,0.7516626399542987,0.3252533834808927,7.79
V1,HP,0.44359375,0.2128125,0.7464679337261849,0.33548345006755254,7.82
V1,HP,0.44171874999999994,0.20893749999999997,0.742315124799757,0.3413531257374417,7.85
V1,HP,0.4426875,0.201375,0.7371969292150906,0.339034358711671,7.89
V1,HP,0.44446874999999997,0.19321875,0.7319149859790394,0.3353788353728238,7.92
V1,HP,0.44684375,0.18521875,0.7277293788732264,0.3236086265641027,7.95
V1,HP,0.45196875,0.17953125,0.7285828140482511,0.3229411985580158,7.99
V1,HP,0.45709375,0.1788125,0.7345646418345331,0.2735879944753385,8.02
V1,HP,0.46209374999999997,0.17834375000000002,0.7406033146461145,0.2728998947646001,8.05
V1,HP,0.46659375,0.1775,0.7459642334409633,0.2701864926031275,8.09
V1,HP,0.4731875,0.17584375000000002,0.7515658434548593,0.2607099859905988,8.12
V1,HP,0.4791875,0.17353125,0.7570889734910876,0.25307417930569676,8.16
V1,HP,0.48521875,0.17121875,0.7629308917992759,0.2469750356596514,8.19
V1,HP,0.4891875,0.16915625,0.7672222598506078,0.24215681625013857,8.22
V1,HP,0.49059375,0.16793750000000002,0.769273988101738,0.23813925634342037,8.26
V1,HP,0.49193749999999997,0.16715625,0.7715337037185657,0.23485842799376858,8.29
V1,HP,0.49340624999999994,0.16646874999999997,0.7738184874728997,0.23182623124964577,8.32
V1,HP,0.49084374999999997,0.16537500000000002,0.7709194098408267,0.23264547879190287,8.36
V1,HP,0.48646875,0.16400000000000003,0.7666552563708796,0.23580916232960733,8.39
V1,HP,0.48231250000000003,0.16271875,0.7629354813361408,0.23958751895897906,8.42
V1,HP,0.47984375,0.161875,0.7606157300764996,0.243003581949676,8.46
V1,HP,0.47856249999999995,0.16062500000000002,0.758756690062425,0.24438168212114686,8.49
V1,HP,0.47753124999999996,0.158,0.7569707359849108,0.24483208090424605,8.52
V1,HP,0.47640625000000003,0.155125,0.7552350661519187,0.24533355555144334,8.56
V1,HP,0.47643749999999996,0.15371875000000002,0.7551438636178296,0.245124660349576,8.59
V1,HP,0.47690625,0.15306250000000002,0.7559250149647865,0.24436019580985546,8.62
V1,HP,0.47728125,0.15275000000000002,0.7569539220439623,0.24393625823319745,8.66
V1,HP,0.47784374999999996,0.153375,0.7582945123771405,0.24448583302981852,8.69
V1,HP,0.47903124999999996,0.1545625,0.7598806262726607,0.2450341082063143,8.72
V1,HP,0.47990625,0.15634375,0.7610829898850169,0.24638370018096378,8.76
V1,HP,0.48046875,0.15878125,0.7621345366147658,0.24839768489109415,8.79
V1,HP,0.4816875,0.16103125,0.7623606321315475,0.2519328692447338,8.82
V1,HP,0.482875,0.16078125,0.7618626283393664,0.2531913159297896,8.86
V1,HP,0.48421875000000003,0.1599375,0.7621581685770857,0.2535281622856502,8.89
V1,HP,0.4858125,0.15887500000000002,0.7630538406926579,0.25328280570981704,8.92
V1,HP,0.48790625,0.15953125,0.7652748773868734,0.2980367361639519,8.96
V1,HP,0.49103125,0.16756249999999998,0.77422032348977,0.2993007370992459,8.99
V1,HP,0.4935625,0.17600000000000002,0.782471688887351,0.3007925777328395,9.02
V1,HP,0.4955625,0.18465625,0.790544150090824,0.2532424418068686,9.06
V1,HP,0.4956875,0.19071875,0.7952432800230045,0.25565845822670036,9.09
V1,HP,0.49468749999999995,0.1924375,0.7955845392361689,0.25863127767714633,9.12
V1,HP,0.49399999999999994,0.19409375,0.7961305805994014,0.26134866830595205,9.16
V1,HP,0.49309375000000005,0.19375,0.7962387002289304,0.2621996839018721,9.19
V1,HP,0.49315624999999996,0.19334375,0.7962947863073676,0.26181105812531263,9.22
V1,HP,0.4929375000000001,0.19309374999999998,0.7964272902145274,0.26184768995844293,9.26
V1,HP,0.49306249999999996,0.19340625,0.7970229080856217,0.26199133985823664,9.29
V1,HP,0.48756249999999995,0.19465624999999998,0.7924643206377836,0.26296049825197465,9.32
V1,HP,0.4815625,0.19593750000000001,0.7874172370884945,0.2638460595879342,9.36
V1,HP,0.47578125,0.19699999999999998,0.7822746812076685,0.26435977460008836,9.39
V1,HP,0.4705,0.19790625,0.7776389747900159,0.2649201347954485,9.42
V1,HP,0.4669375,0.1989375,0.7747456588656075,0.26543089684534266,9.46
V1,HP,0.4650625,0.1998125,0.7733751140343776,0.2658028738664291,9.49
V1,HP,0.46325000000000005,0.2008125,0.7722600028041278,0.2660980837317407,9.52
V1,HP,0.46399999999999997,0.20262499999999997,0.7741220006910514,0.2673412769448676,9.56
V1,HP,0.46724999999999994,0.20434375,0.7785544112631932,0.2685189061076275,9.59
V1,HP,0.47275,0.20609375,0.7852709361092706,0.26977616085489287,9.62
V1,HP,0.47775,0.2066875,0.7910050303864891,0.2705219492139289,9.66
V1,HP,0.48275,0.20465624999999998,0.795289229866188,0.26966792177460397,9.69
V1,HP,0.48450000000000004,0.2019375,0.7961382478191864,0.26862410971002404,9.72
V1,HP,0.484875,0.19925000000000004,0.7957464555397108,0.2675086497411593,9.76
V1,HP,0.48578125000000005,0.19878125,0.7957261817899461,0.2684647864154925,9.79
V1,HP,0.48621875000000003,0.19846875,0.7945884137182767,0.2703801186283055,9.82
V1,HP,0.486,0.19853125,0.792642427697696,0.2725386645915409,9.86
V1,HP,0.48603124999999997,0.19803124999999996,0.7908311708585147,0.27419120569325095,9.89
V1,HP,0.48668750000000005,0.19628124999999996,0.7891554776028471,0.27466165888167143,9.92
V1,HP,0.48734375,0.1945625,0.7876138329624154,0.2748813329101845,9.96
V1,HP,0.48812500000000003,0.19287500000000002,0.7861446566381285,0.2751079298473865,9.99
V1,HP,0.48884374999999997,0.19243749999999998,0.78465862884162,0.2764619343837124,10.02
V1,HP,0.4899375,0.19390624999999997,0.7833157167962931,0.2797662445363006,10.06
V1,HP,0.49134374999999997,0.19537500000000002,0.7824105977602454,0.28308875345619733,10.09
V1,HP,0.49240625,0.19678125000000002,0.7814638298079566,0.28631877616120405,10.12
V1,HP,0.49328125,0.1984375,0.780041104362287,0.290238974526107,10.16
V1,HP,0.49684375,0.20365624999999998,0.7837645227959107,0.3225816733826258,10.19
V1,HP,0.5033125,0.21234375,0.792824936258698,0.325252369235008,10.22
V1,HP,0.50990625,0.220875,0.8014949485615015,0.32754821735633305,10.26
V1,HP,0.51534375,0.22753124999999996,0.8082645437175339,0.28006867249192924,10.29
V1,HP,0.5164375,0.22874999999999998,0.8084820796521078,0.2813927689277348,10.32
V1,HP,0.5176562499999999,0.23021874999999997,0.8091914766179578,0.28298608456110874,10.36
V1,HP,0.51890625,0.231375,0.8097135350255249,0.2840937176189487,10.39
V1,HP,0.51984375,0.23290625,0.8103493471972053,0.2857854325932825,10.42
V1,HP,0.52034375,0.2353125,0.8105980591588742,0.2883663744995602,10.46
V1,HP,0.52103125,0.23746875,0.811000378077949,0.290997307083432,10.49
V1,HP,0.52040625,0.23906249999999998,0.8102796749543613,0.29342731930141497,10.52
V1,HP,0.519625,0.24096875,0.8095261781810852,0.2962191211922377,10.56
V1,HP,0.5188125,0.242875,0.8088238905106262,0.29921439753065726,10.59
V1,HP,0.51834375,0.24415625000000002,0.8082924912654716,0.3013389756054397,10.62
V1,HP,0.5179375,0.2448125,0.8077842319123976,0.30313263667552326,10.66
V1,HP,0.5172187500000001,0.245625,0.8073523040760935,0.3052568463417996,10.69
V1,HP,0.51559375,0.24656249999999996,0.8075849851390328,0.30636729436958254,10.72
V1,HP,0.51553125,0.24740624999999997,0.8110498361413794,0.30670537298045586,10.76
V1,HP,0.5169062499999999,0.24765625000000002,0.8152461186799894,0.30633568414534007,10.79
V1,HP,0.51915625,0.24746875,0.8194330627652303,0.30524164999924064,10.82
V1,HP,0.52240625,0.24728125,0.8241626865898718,0.304561911520713,10.86
V1,HP,0.5292187500000001,0.2471875,0.8306390534454862,0.3043962694194413,10.89
V1,HP,0.5358125,0.24728125,0.8371496957655478,0.3044315497570933,10.92
V1,HP,0.54228125,0.24753124999999998,0.8437060853098997,0.3047517498446365,10.96
V1,HP,0.54371875,0.24775000000000003,0.8452476062482446,0.30491576324053377,10.99
V1,HP,0.5430937499999999,0.24815624999999997,0.8452387050660058,0.30569025391025495,11.02
V1,HP,0.54234375,0.2486875,0.8453229187418638,0.30657948751737407,11.06
V1,HP,0.5413125,0.24934374999999998,0.8453014474370918,0.30763814564961706,11.09
V1,HP,0.53959375,0.25031250000000005,0.8448690069934474,0.3090384412822738,11.12
V1,HP,0.53934375,0.2508125,0.8445487558308684,0.30893810694897383,11.16
V1,HP,0.5391874999999999,0.25134375,0.844367488395247,0.3088728817899191,11.19
V1,HP,0.5382812499999999,0.25175,0.8433334709768994,0.308654680203558,11.22
V1,HP,0.53771875,0.2520625,0.8424604452144522,0.30815856224238813,11.26
V1,HP,0.5372812499999999,0.25275000000000003,0.8417322030194068,0.3077865636131107,11.29
V1,HP,0.5378125,0.253375,0.8420950623659558,0.30739952331747755,11.32
V1,HP,0.5409999999999999,0.25390625,0.8449514840224075,0.3067992150642888,11.36
V1,HP,0.54371875,0.254,0.8473745001990179,0.30626589422796285,11.39
V1,HP,0.5461562499999999,0.25390625,0.8494001211615472,0.3059690883785154,11.42
V1,HP,0.5473750000000001,0.25271875000000005,0.8503644297918808,0.3045593506678107,11.46
V1,HP,0.5476875,0.2505625,0.8505420429358116,0.3022476212169375,11.49
V1,HP,0.5478124999999999,0.24878125,0.8508687401525014,0.3003044025409823,11.52
V1,HP,0.54784375,0.2468125,0.8512634742025724,0.29833516821732287,11.56
V1,HP,0.54784375,0.24478125000000003,0.8516033769531568,0.2963470182517729,11.59
V1,HP,0.5479062499999999,0.24171875,0.8521463669149776,0.29331908513797555,11.62
V1,HP,0.5484687500000001,0.2380625,0.8529990614134635,0.28941676014927054,11.66
V1,HP,0.5489999999999999,0.23503125,0.8537490852691897,0.2860966744645361,11.69
V1,HP,0.5494062499999999,0.23365624999999998,0.8539519812065076,0.28414412143124723,11.72
V1,HP,0.5495625,0.23331250000000003,0.8538153756087621,0.28343080085973005,11.76
V1,HP,0.5495937499999999,0.23340625000000004,0.8539600789916453,0.2833237477054155,11.79
V1,HP,0.5494375,0.23462499999999997,0.8534574641664772,0.2842757431610822,11.82
V1,HP,0.54940625,0.23690625,0.8526682053316501,0.28619100392487895,11.86
V1,HP,0.549375,0.2391875,0.8519386964674043,0.2881478459217649,11.89
V1,HP,0.5495625,0.24165625000000002,0.8515286836130336,0.3198481112429524,11.92
V1,HP,0.55390625,0.2526875,0.8577321877921902,0.3235390769721545,11.96
V1,HP,0.5583125,0.263625,0.8648680521559096,0.32888100447191043,11.99
V1,HP,0.5625625,0.27484375000000005,0.8728500343333838,0.33426382916847286,12.02
V1,HP,0.56459375,0.28250000000000003,0.8779490053350372,0.3383261932449792,12.06
V1,HP,0.5641875000000001,0.285375,0.8789241058528758,0.34011399148786187,12.09
V1,HP,0.5636249999999999,0.28846875,0.8800405153341704,0.3423032790152617,12.12
V1,HP,0.56309375,0.2915,0.8813437649815905,0.34441677000176896,12.16
V1,HP,0.559875,0.2910625,0.8788172617926702,0.3466126877564917,12.19
V1,HP,0.5559375,0.28918750000000004,0.8749205410535061,0.3486720309062614,12.22
V1,HP,0.55203125,0.2873125,0.8708365595647298,0.35120994379300874,12.26
V1,HP,0.54825,0.28465625,0.8661330622974441,0.35363687831086055,12.29
V1,HP,0.5454375,0.28146875,0.8612160689571032,0.3536181361952154,12.32
V1,HP,0.5429999999999999,0.27815625,0.8564923432345944,0.3535391126492253,12.36
V1,HP,0.5407187499999999,0.2750625,0.8517517002979258,0.35320227888168676,12.39
V1,HP,0.53671875,0.27296875,0.8462119161360477,0.32194804340082783,12.42
V1,HP,0.53240625,0.27121875,0.840657417927708,0.3220596869866843,12.46
V1,HP,0.5276875,0.26884375,0.8348895854390721,0.3216768889137447,12.49
V1,HP,0.5212812499999999,0.26678125,0.8276825213307226,0.3214077577108557,12.52
V1,HP,0.51059375,0.26759375,0.8186418812351923,0.3236199494761557,12.56
V1,HP,0.5000625000000001,0.268375,0.8095432214733487,0.3256595984824714,12.59
V1,HP,0.4895,0.26931249999999995,0.8006881492273307,0.3279454382593537,12.62
V1,HP,0.4851875,0.26940625000000007,0.796511338620865,0.3283603073704595,12.66
V1,HP,0.48484374999999996,0.2673125,0.7956231369913703,0.32648732278211245,12.69
V1,HP,0.4844375,0.26671875,0.7946378903524651,0.3261697936079594,12.72
V1,HP,0.48400000000000004,0.26671875,0.794323529282699,0.3262992056427026,12.76
V1,HP,0.48931250000000004,0.27318749999999997,0.8036064422418316,0.3968801688923046,12.79
V1,HP,0.49534375,0.2803125,0.8148645760247186,0.3968405218393138,12.82
V1,HP,0.50115625,0.28703124999999996,0.8261357241648344,0.39641235228342697,12.86
V1,HP,0.50765625,0.293625,0.8377515839036882,0.39432500036224705,12.89
V1,HP,0.51484375,0.2980625,0.8462730397730914,0.37832660313467803,12.92
V1,HP,0.5223437499999999,0.30215625,0.8559592423041036,0.3730452403674224,12.96
V1,HP,0.52978125,0.3061875,0.8659691411318684,0.3699980651715873,12.99
V1,HP,0.5329375,0.30715625,0.8701710920568699,0.3679717587460558,13.02
V1,HP,0.5330312500000001,0.31009375,0.8688827845641354,0.37116677255787633,13.06
V1,HP,0.5330625,0.31284375,0.8678989456665147,0.3745086640869003,13.09
V1,HP,0.5328124999999999,0.31584375,0.8671209488627981,0.3785314541393488,13.12
V1,HP,0.5281562500000001,0.3170625,0.8612488448789308,0.3847737071825108,13.16
V1,HP,0.5238125,0.31615625,0.8558104121277265,0.3891024600878874,13.19
V1,HP,0.5195624999999999,0.31509375,0.85047491272725,0.3946126229530387,13.22
V1,HP,0.516625,0.31290624999999994,0.8472535904914296,0.3967870196926939,13.26
V1,HP,0.51734375,0.31071875,0.8465008380392383,0.39339396956387296,13.29
V1,HP,0.518375,0.30853125,0.8460451049352252,0.3898043526371706,13.32
V1,HP,0.5194687499999999,0.306125,0.8455855352129034,0.38638804856837905,13.36
V1,HP,0.52084375,0.30515625,0.84718431620924,0.5440297369702225,13.39
V1,HP,0.520875,0.30503125,0.8479147712965742,0.5439021605101174,13.42
V1,HP,0.52084375,0.30515625,0.8487576745270701,0.5441203552590624,13.46
V1,HP,0.5209062499999999,0.3050625,0.8496693588036968,0.5442122479813152,13.49
V1,HP,0.5214687499999999,0.30471875,0.8510123324617895,0.5436879089717659,13.52
V1,HP,0.52190625,0.3058125,0.8519028507433415,0.5446134922968012,13.56
V1,HP,0.52240625,0.30753125,0.853066187717546,0.5460868631309161,13.59
V1,HP,0.52265625,0.3105,0.8536768370936663,0.548899864905048,13.62
V1,HP,0.5226875,0.3139375,0.8542989635929588,0.5522291387645936,13.66
V1,HP,0.5225,0.315875,0.8550520851469978,0.5542604192900259,13.69
V1,HP,0.52228125,0.31759375,0.8556714624678421,0.5560789173692597,13.72
V1,HP,0.52171875,0.3188125,0.856109545553569,0.5575447614718475,13.76
V1,HP,0.5210625,0.31765625,0.8566072147215542,0.5564422546228087,13.79
V1,HP,0.5205,0.31562500000000004,0.8571478132196468,0.5545827917157543,13.82
V1,HP,0.51975,0.31396874999999996,0.857973052477897,0.553213298739127,13.86
V1,HP,0.519375,0.3125,0.8592161655022241,0.5519762301777347,13.89
V1,HP,0.519,0.31428124999999996,0.8601390312041259,0.5540679988351749,13.92
V1,HP,0.51878125,0.3165,0.8613785934977816,0.5564616161259253,13.96
V1,HP,0.51890625,0.3185,0.8628602838817397,0.5584426691952138,13.99
V1,HP,0.5191250000000001,0.31987499999999996,0.8639694589154658,0.5596520226779799,14.02
V1,HP,0.5191874999999999,0.32090624999999995,0.8650460482098201,0.560516854848344,14.06
V1,HP,0.5190625,0.32171875,0.8658231257449485,0.561334652189879,14.09
V1,HP,0.51859375,0.321875,0.865971101479772,0.5617260056688945,14.12
V1,HP,0.51803125,0.3219375,0.8659687560840806,0.5620676187805507,14.16
V1,HP,0.51759375,0.321875,0.86602741150746,0.562221915058665,14.19
V1,HP,0.51925,0.3233125,0.8687614846490099,0.5842402462076408,14.23
V1,HP,0.52203125,0.3259375,0.8729060338190708,0.5848748248607991,14.26
V1,HP,0.52515625,0.32828124999999997,0.8771533159099081,0.5852347859066931,14.29
V1,HP,0.52825,0.3306875,0.8814472318922641,0.5855291633522194,14.32
V1,HP,0.53290625,0.33334375,0.8869620737058616,0.584364722562456,14.36
V1,HP,0.53703125,0.33671874999999996,0.892220035566611,0.5844520410986126,14.39
V1,HP,0.5410625,0.340375,0.8975067942474682,0.5848878300328508,14.42
V1,HP,0.5430625,0.3419375,0.8999346076833783,0.5849683261926426,14.46
V1,HP,0.54125,0.34046875,0.8975085281622486,0.5848526064974979,14.49
V1,HP,0.5398125,0.33815624999999994,0.8950726687393875,0.5838318587965199,14.52
V1,HP,0.5385,0.33596875,0.8929507537888205,0.5828949851897708,14.56
V1,HP,0.5340625,0.3315,0.8868189506766921,0.5821161222312063,14.59
V1,HP,0.52915625,0.3258125,0.879895903923963,0.5805585826664388,14.62
V1,HP,0.52409375,0.320125,0.8728972328117366,0.5790880619364467,14.66
V1,HP,0.52090625,0.316625,0.8684285958683062,0.5580263797685081,14.69
V1,HP,0.5214375,0.31718749999999996,0.8688593576458497,0.5581892752615505,14.73
V1,HP,0.5218125,0.31515624999999997,0.8686604503589301,0.5560048164750189,14.76
V1,HP,0.52228125,0.31284375,0.8688713353461064,0.5534427257691608,14.79
V1,HP,0.52284375,0.30937499999999996,0.8688126642604035,0.5498936841137756,14.82
V1,HP,0.52371875,0.30596874999999996,0.8688580156489137,0.5464437707135372,14.86
V1,HP,0.52478125,0.30281250000000004,0.8689230041393969,0.5429695193403022,14.89
V1,HP,0.52565625,0.29971875000000003,0.8689020102731557,0.5395703576623901,14.92
V1,HP,0.5257499999999999,0.29596875,0.8685504093900709,0.5355570709867749,14.96
V1,HP,0.5251874999999999,0.29309375,0.867725654314118,0.5324777924221775,14.99
V1,HP,0.5247187499999999,0.2905625,0.8671252270111173,0.5296187560983225,15.02
V1,HP,0.52465625,0.2880625,0.8671955593674998,0.5265583534866319,15.06
V1,HP,0.5246875,0.2859062499999999,0.8672756253002019,0.5233475974592068,15.09
V1,HP,0.5249062499999999,0.2826875,0.8675113404238493,0.5192637222692311,15.12
V1,HP,0.5251874999999999,0.27928125000000004,0.8678716105027489,0.5150438438038912,15.16
V1,HP,0.5264375000000001,0.2755,0.8683411011732092,0.511389155920612,15.19
V1,HP,0.5277499999999999,0.2724375,0.8689643744198201,0.5084244322597538,15.23
V1,HP,0.52915625,0.27009375,0.8697872784354621,0.5060278820813294,15.26
V1,HP,0.5299375,0.26768749999999997,0.8700784607311343,0.503586251303809,15.29
V1,HP,0.5306875,0.2651875,0.8703948948948714,0.5009222982575945,15.32
V1,HP,0.5314687499999999,0.26253125,0.8705664297950354,0.49824342786041176,15.36
V1,HP,0.53221875,0.2599375,0.8708703843864134,0.4956295863097848,15.39
V1,HP,0.53271875,0.26125,0.8708024540285628,0.49758113080620525,15.42
V1,HP,0.533125,0.2631875,0.8708270719317419,0.500216869769957,15.46
V1,HP,0.53334375,0.265125,0.8712562233245578,0.5029794097518145,15.49
V1,HP,0.5335,0.2660625,0.871775264365864,0.5045081561068523,15.52
V1,HP,0.53296875,0.26546875,0.8711643200891409,0.5040232224310279,15.56
V1,HP,0.5325000000000001,0.2656875,0.8705048133232911,0.5041848312602637,15.59
V1,HP,0.53153125,0.265875,0.8697253425184638,0.504716957450103,15.62
V1,HP,0.5305625,0.26775000000000004,0.8693362478617395,0.5069160062286937,15.66
V1,HP,0.5298125,0.270375,0.8688448384758947,0.5100418256555537,15.69
V1,HP,0.52940625,0.2731875,0.8683532385854971,0.5128432037638267,15.73
V1,HP,0.52915625,0.27590625,0.8681710863518726,0.5154890168928831,15.76
V1,HP,0.5305,0.27618750000000003,0.8696509156834804,0.48925120890467033,15.79
V1,HP,0.5335624999999999,0.27290625,0.8741767039794528,0.4888848302589782,15.82
V1,HP,0.5365625,0.26940625,0.8787312860373657,0.48836174551543754,15.86
V1,HP,0.54096875,0.26725000000000004,0.8854604126427985,0.5112281028082093,15.89
V1,HP,0.5475625,0.26803125,0.8955461244861294,0.5101405327143169,15.92
V1,HP,0.553875,0.26884375,0.9054225451837685,0.5083801975281332,15.96
V1,HP,0.56021875,0.26956250000000004,0.915300587199906,0.5068417717453384,15.99
V1,HP,0.5641562499999999,0.26784375,0.921361548836934,0.5048665856577229,16.03
V1,HP,0.56715625,0.2675,0.9248371272091229,0.5041800609177546,16.06
V1,HP,0.5703125,0.26706250000000004,0.9284305870361462,0.5035629041195282,16.09
V1,HP,0.57325,0.266875,0.9319986549139423,0.5033247621004955,16.13
V1,HP,0.57246875,0.26628124999999997,0.9320967949910257,0.5046564158904664,16.16
