timestamp	posterior_alpha	frontal_alpha	frontal_theta	gamma	beta	state
89	-0.12596098943410683	-0.48775372081137486	-0.28599258047893755	-0.06393873199004224	0.7697755650798273	3
90	0.1954773878737273	-0.14265481965623733	0.7082787098365478	-0.5820299886081675	-0.11838705508996002	3
91	-0.0615814750640527	-0.2387813635410636	0.8867650371107383	-0.6034611749359325	-0.30900355330312657	3
92	-0.5587272884726062	-0.6922832867697948	0.34424242268368876	-0.6283640082402316	-0.7028095742684324	0
93	-0.7532633573974922	-0.8302484941244382	0.21303721307205575	-0.4677570058436439	-0.5266410094862863	0
94	-0.6665022781422331	-0.6599240387763516	-0.08823411863105414	0.11745366714260315	-0.012884666469066771	0
95	-0.6877880031863838	-0.714796357395804	-0.41102402942289157	0.15725790321707503	-0.1378959018648313	0
96	-0.7608323226913222	-0.8626198324839526	-0.5485358167296289	0.17627800845899905	0.07810428236486384	0
97	-0.763472740297032	-0.8494844942292249	-0.266340097352145	0.14035053971770775	0.20606034054926411	0
98	-0.2952714308408605	0.06723867770040906	0.06697969703714544	0.21406682331166452	0.6029974138233883	3
99	-0.22917070029842115	0.2600219077353892	-0.41618733043540473	0.09302153329251914	0.4280130774983849	3
100	-0.6929128155270589	-0.6541148925218444	-0.3802910802118864	-0.6037242043033889	-0.324417819301566	0
101	-0.8047401235075803	-0.8648259614747773	-0.4893246559580166	-0.7089205167256238	-0.45508597707874193	0
102	-0.7890214845855181	-0.8402134677903247	-0.6363744146853356	-0.7446186922036648	-0.5621747510923469	0
103	-0.6397170713239747	-0.6577421171009896	-0.41146461341927126	-0.7143999573001719	-0.6188996467746113	0
104	-0.47153167399879165	-0.43234552290381856	-0.39366807434286993	-0.6786740046823461	-0.5405899852475956	0
105	-0.22975796676263896	-0.10116921764790998	-0.6192106224977458	-0.27184252219740984	-0.15694732929241362	0
106	-0.38139914172121725	-0.3118020994197744	-0.7577235756169279	-0.2079919224898805	-0.2132697265586791	0
107	-0.7373154287280933	-0.8434596678993047	-0.38807732060411915	-0.4950737772297192	-0.5260671625188643	0
108	-0.7458530911774821	-0.8491339090703401	-0.1935744975116033	-0.45594657499320024	-0.5170350499987367	0
109	-0.7454696782263517	-0.7412936888048306	0.13538536099253787	-0.6072855187125153	-0.6683931605175116	0
110	-0.7523898321809716	-0.760800956670854	0.2350515400686457	-0.6515009303278088	-0.6810580735603283	0
111	-0.6900331647466876	-0.6369225060570373	-0.12505924044733105	-0.5164724465772951	-0.3627755749820043	0
112	-0.4433145729504118	-0.13297653269820223	-0.026873168811316128	-0.3207155680550837	-0.22973136755202278	0
113	-0.2666029056289384	-0.13385827935453457	-0.09442514154245144	-0.38711777427372657	-0.34296367208832973	0
114	-0.5149268745195589	-0.6194502916073977	-0.5124339832399523	-0.6311661875458207	-0.6341163897280562	0
115	-0.7576732448327127	-0.7874117541729971	-0.3763789822864032	-0.6345792781581734	-0.6238724719708821	0
116	-0.582573533591024	-0.5093256330226691	-0.09650126825894335	-0.6428893629181037	-0.4467016648165089	0
117	-0.5116136395382989	-0.457434445903386	-0.455887501638577	-0.6247079133195305	-0.5461782582039962	0
118	-0.6658071147447572	-0.7294919753827507	-0.7243602424551475	-0.5569918023959958	-0.7253742948754682	0
119	-0.4357038628340112	-0.5802107578429511	-0.016942615059900325	-0.36631121007322903	-0.26114577800217115	0
120	-0.2711423134853403	-0.191998418128791	0.24241781342239746	-0.28384411594345793	-0.09819228914237461	3
121	0.12532823894008718	0.47597268868436465	-0.35919291268977543	-0.3430115413926683	-0.26707668216922975	3
122	0.1130589137498115	0.3736562510989601	0.04367952183068776	-0.34732353077391265	-0.27479919995861085	3
123	-0.4977055229071571	-0.47410560136141017	0.21953380646907592	-0.407623718749131	-0.4374761590037374	0
124	-0.5561136337737042	-0.6969516683740103	-0.22236974078689523	-0.5204661544430893	-0.5561732574789899	0
125	-0.5718979640446946	-0.7307955558586562	-0.24893957551257867	-0.6641936180849758	-0.7936308211759328	0
126	-0.529556983676969	-0.6274931762416184	-0.41327039051565734	-0.6316359233292239	-0.5036289963439324	0
127	-0.31477507750275735	-0.26729271557809026	-0.5237192909744666	-0.5667759287894386	-0.4358968910521138	0
128	-0.011025118191561665	0.5918078087787636	0.006831264806495463	-0.48075306593597644	-0.5301723507453111	3
129	0.07522892458065308	1.0827741082102418	0.22590933215560186	-0.4150831576407612	-0.3858655117060908	3
130	-0.2683300870515601	0.24060781753867733	-0.12527753587386206	-0.4581781957902153	-0.5233850200042672	3
131	2.471116889817374	2.771780216814877	-0.00839040571804513	-0.5943277806195918	0.6323394056238966	1
132	3.1908064585774127	3.907180204662836	0.14855514968181208	-0.685052508316122	0.5741438568608843	1
133	0.13852639257268776	0.6131803728575415	0.4475127360857924	-0.6733827004923798	-0.8066514677568554	3
134	-0.4379653944291359	-0.1693284686307564	0.2980952755855936	-0.7135047626022718	-0.785444031416509	0
135	-0.2995417001178442	0.002735433723891389	-0.3112349684640702	-0.6606995085941133	-0.7588252453456111	0
136	-0.4803785013379732	-0.3976197601503614	-0.3246171517328157	-0.5216823571239	-0.6226784047381788	0
137	-0.17003905494454466	-0.005261032050143273	0.40930452783746635	-0.5363228226491219	-0.5369732064832219	3
138	0.2302168633592515	0.33128655751908	0.7254954431774974	-0.6802373423606557	-0.7268303718126937	3
139	-0.12448453009737842	-0.1369961082019166	-0.034639955262034214	-0.7271633296160726	-0.6414607697143958	3
140	1.1354147892662672	1.3458418224647468	-0.08333495997512116	-0.698031924313303	-0.28005509641565796	1
141	1.6659088659742167	2.358191962818354	0.37046940208423423	-0.47449486872787977	0.035248139329060006	1
142	0.24161931584009888	0.6703654287797638	0.446277146922323	0.7246818481029148	0.3279509581824711	3
143	0.5424817605770951	0.3056275345389112	0.3611334621962511	0.5377006889349406	0.3791628444303169	3
144	0.6430315693519278	0.4056454568891417	0.3228591465548451	-0.5250306457800241	-0.058234133896672625	3
145	-0.2999619262856613	-0.3953322811250226	0.13901221864628646	-0.39938058074506694	-0.413672019395865	0
146	-0.72662180712646	-0.7997865521198707	-0.06948242674825891	-0.5264531653370743	-0.6499866296368713	0
147	-0.6791420538276702	-0.7037600165540238	-0.489474317323765	-0.6567812704160595	-0.7035534086982207	0
148	-0.4823145207328518	-0.2953613741476097	-0.5960342895580031	-0.6405699700439945	-0.435267392991885	0
149	-0.48696793289753904	-0.2929939077576745	-0.23448450037641738	-0.6224234763581157	-0.34645942305512417	0
150	-0.6056448557218909	-0.4987608383083813	-0.33687423367442626	-0.5799035841657425	-0.5506068920155601	0
151	-0.5526866346456408	-0.3868396551277712	-0.36523595431084754	-0.5154055564468211	-0.49436548488431903	0
152	-0.6098699881914182	-0.5489746724385106	-0.07698613137561705	-0.49231776844981107	-0.5600629639378282	0
153	-0.6145728256948886	-0.7235135973644338	0.15343313225946356	-0.6545401187251749	-0.9212213683565673	0
154	-0.5520917158554147	-0.6907921398145037	0.13180133666644983	-0.6395415076901729	-0.4660901889363483	0
155	-0.5949583848497364	-0.7248954703810245	0.09301421392489803	-0.11390113088647132	-0.021154067267150863	0
156	-0.4432527546224334	-0.4429725430423489	-0.32790035187723804	-0.12199604531606001	-0.3260179230756404	0
157	-0.3178828491000368	-0.14781058372008563	-0.30126937442648977	-0.5849516295675469	-0.6132453848769691	0
158	-0.309557407938455	-0.19755550602807867	-0.0540017325698925	-0.5635357150353001	-0.675689637531577	0
159	-0.24108121033877974	-0.3177403957217787	-0.12252151015712864	-0.3904330693475693	-0.48292516003797664	0
160	-0.24346846263897956	-0.39280638554608066	-0.11914281706737287	-0.43459125377965757	-0.5356622495495023	0
161	-0.31308324241289537	-0.3478100703981598	-0.17533317644734764	-0.5417108772163005	-0.6321551733647387	0
162	-0.5251664573293023	-0.5523156863073262	-0.5473979081058336	-0.5390200357593911	-0.5510495290241855	0
163	-0.676267051443931	-0.6802650110354463	-0.46976531613493716	-0.39018954466321976	-0.5632971507098147	0
164	-0.6059416564050698	-0.35057052321444504	-0.24373335357409479	-0.3955180257205111	-0.4891937661239322	0
165	-0.6315687876814555	-0.4664465758144275	-0.004868184734512019	-0.5250292620963631	-0.37282415630642807	0
166	-0.7021273847466318	-0.7051148097583341	-0.02137920252152097	-0.5220999222738515	-0.30971403076087095	0
167	-0.7382899493907066	-0.7244837551636292	-0.17609197501672214	-0.5993790355521073	-0.5148089220021445	0
168	-0.7520532004343079	-0.8063200712065042	-0.3390451034481873	-0.560963215169646	-0.5976290083800657	0
169	-0.7438756617441177	-0.7833228998327378	-0.6518545647906	-0.3916926544028785	-0.4591857380485091	0
170	-0.7387182272135009	-0.8008318147225726	-0.27412727125643177	-0.4144234310901452	-0.5442377214625057	0
171	-0.5711479773918655	-0.6972309061281349	-0.23333052339353402	-0.223486544976645	-0.17471836195725723	0
172	-0.5450663816796152	-0.5584164623927235	-0.44274227183898146	-0.18197272077801827	0.08352643744821153	0
173	-0.704555191625075	-0.6610959470095662	-0.668722124619361	-0.5449998132998962	-0.5082951463851523	0
174	-0.6862362709314469	-0.7708013065254037	-0.22045409140947475	-0.24695242342969673	-0.1542361250507915	0
175	-0.6071915654833155	-0.6876559829359387	0.5202150427464973	0.029148141441178076	-0.06089032606479847	0
176	-0.6528515113876838	-0.6198008026718314	0.7109599967091172	-0.3551774520163045	-0.6494820727594918	0
177	-0.65615192470841	-0.6072967080626928	0.374414697851664	-0.33883408484445704	-0.2420648279709115	0
178	-0.4898209730134214	-0.38100236230866535	-0.0755908123441189	-0.3593697609498768	-0.3306668797415976	0
179	-0.23322009561701185	-0.24536863239611525	-0.12005380074290412	-0.4913203042628222	-0.3919550257000222	0
180	-0.34556161381573164	-0.4643997351891678	-0.13986530471150418	-0.038458103629815825	-0.04791981108760814	0
181	-0.6874909268867344	-0.6932659626847789	-0.2373788891881101	-0.15063537729422077	-0.2648618240031398	0
182	-0.665916353944626	-0.5762818611917018	-0.1260783086355488	-0.6011228251289177	-0.5854446849392297	0
183	-0.6491290898818747	-0.5974450108710698	0.33236977496511466	-0.6944516065120075	-0.8234088684508332	0
184	-0.7402787864007211	-0.7757931663648866	-0.07349991787411775	-0.7209317570399056	-0.7568516604092308	0
185	-0.6257704170467647	-0.5552095856114215	-0.7367485852246209	-0.717346155259522	-0.6704274693981994	0
186	-0.3206331722509186	-0.22906330199443062	-0.6084868614625666	-0.7145367548356562	-0.5426575017414793	0
187	-0.26874561892489	0.1954667232860735	-0.12940102558057126	-0.7052007310973355	-0.49937234683197923	3
188	-0.5017046252076378	0.11036208328459683	0.10029929938031483	-0.7800046527304909	-0.6889994446611948	3
189	-0.5266236105558313	-0.3377411702568751	-0.28822909187894213	0.42817342891210625	0.11969022084178133	2
190	-0.38632819587478406	-0.19058980724164531	-0.5020346346277736	1.6827796846113499	1.1718216079807557	2
191	-0.4351011698817823	-0.24094194611170996	-0.34259632259858475	0.7136084457169533	0.5735981347757747	2
192	-0.5703596256708249	-0.6152912379032233	-0.4012411095164026	-0.3837860871797755	-0.40765549800464035	0
193	-0.6485076005697549	-0.6727392279920442	-0.5939843652322248	-0.36018554977514133	-0.3358009168478836	0
194	-0.6293463059919765	-0.4394703169756674	-0.5232190884626808	-0.44724414708077903	-0.24758750889099335	0
195	-0.5904656465245103	-0.3977558367779725	-0.38278884525326196	-0.5090062075668608	-0.28288224766248	0
196	-0.6618044515024187	-0.6309748820585752	-0.0909128293132608	-0.6070833911013284	-0.5437255456495735	0
197	-0.6580891453599764	-0.6192680409338646	-0.030754556643961792	-0.7654415798909245	-0.6223799662223064	0
198	-0.5826530907225398	-0.25467875594008377	-0.2778661221348054	-0.6470571512553811	-0.26904706713454096	0
199	-0.6055503453521437	-0.14775996004754782	-0.4034720808186346	-0.6280683561651204	-0.4877877956946208	0
200	-0.6549850068539823	-0.418441660339524	-0.4056523358694293	-0.6220750931716517	-0.8152242571925722	0
201	-0.41257530424436195	-0.4347766728959956	-0.5352154622974695	-0.49511679972587475	-0.3432315350648465	0
202	-0.07236105938153074	-0.2134719191214638	-0.5535772827503198	0.18762914518542187	0.4512281231353994	2
203	-0.31369822923495505	-0.3559432080769669	-0.30008036027243085	1.1320877058721681	0.7207827302314527	2
204	-0.6602874747679678	-0.6439859268063507	-0.24179889816043085	3.9638969418570302	2.0900197847126463	2
205	-0.6734110341473535	-0.7570352408978951	-0.3047875102580198	4.775396443482526	2.8871464837746594	2
206	-0.627301843809211	-0.8262776302933543	-0.5393165754091935	2.963203251271743	1.8184921000698742	2
207	-0.6021343474909407	-0.6372553818043752	-0.31205600641365666	2.509889622449798	1.4019385198538301	2
208	-0.4448822580802626	-0.3385151673890681	-0.08518427646528494	2.13136009564766	1.418170741432908	2
209	0.09847180376056099	0.6252297611475235	-0.21382239815406526	2.1551756709702237	1.5916811796206332	2
210	0.24243876100376233	0.8971015683000761	-0.21669739445734104	2.2519591395617016	1.466716846179843	2
211	-0.36417862073682095	-0.2060480327294831	-0.16431965998457476	1.886717434041295	0.8568814610907428	2
212	-0.6680981142129121	-0.556298177781577	-0.11131717964206693	1.7118026572794784	0.912631471958456	2
213	-0.6188820756369963	-0.5576596575541992	0.0031996612034581704	2.1801766930360746	1.203227942493408	2
214	-0.6228464354415458	-0.6610351107307554	-0.14464176594387895	1.9721586452691837	1.1555102649676452	2
215	-0.6248715803737336	-0.5755465897858276	-0.47375408861228185	1.0749365675566118	0.5772631624712478	2
216	-0.6155354408991852	-0.4498978617077954	-0.2077643302242491	0.5331533202797606	-0.09620053917202782	2
217	-0.45762880057876554	-0.4269431560530883	0.09558447065159469	0.49385629223844724	0.15178489475143045	2
218	-0.5110189276802666	-0.6019066802724333	0.3512159718145322	0.6661541160150647	0.27176063972478015	2
219	4.056175563863757	3.465222722736077	3.336788666948547	0.6526245351730072	1.5415069393450342	1
220	4.706869700642844	4.511414120929063	3.6945930903954927	1.1340098877883964	2.4585427643819835	1
221	0.46578108379398325	1.4464887469622836	0.49481357026536177	1.0806706617556614	1.135926710067734	1
222	-0.20964705855166876	0.32275984781182293	-0.34367404148900693	0.7051571831771978	0.12128676911326139	2
223	-0.7016495538749834	-0.8237417723176652	-0.23932012899736255	0.496287866845087	-0.05603527786384251	2
224	-0.6338616542718803	-0.6800191709541971	-0.16650430027217902	0.31795250912113	0.30094003507078504	2
225	-0.49541364375313846	-0.4714496107148671	-0.23075537944314478	0.6832357415160589	0.5147498574089194	2
226	-0.387960313782641	-0.26773923028578145	-0.2050810262753555	0.6187203276703419	0.3567876247313313	2
227	-0.4813426511268101	-0.41846348643603315	-0.3708290212635612	0.4377308017662118	0.14118059344299097	2
228	-0.351137505456703	-0.4508119583038357	-0.34480441165022246	0.46835118973094075	0.35878752256969126	2
229	-0.3886039462065329	-0.5120877430251212	-0.39516366144294024	0.7024446284419347	0.5929437054702938	2
230	-0.6955163463613092	-0.7148182271628498	-0.28328749405535897	0.8368764909456257	0.3715848404514655	2
231	-0.7231775703884389	-0.669384695465388	-0.1124977724152692	0.4718860599584609	-0.20267823482698097	2
232	-0.6741285567474354	-0.6529285842324777	-0.026800001448315416	0.12348365600273199	-0.4551289701604098	2
233	1.164977842882199	1.6438035730547087	0.7905461793489471	0.1502939373160225	0.11889937590101267	1
234	1.6536918816756248	2.233313493313046	0.9492605291346563	0.11200661692325725	0.1433953132728331	1
235	-0.08226907738579638	0.0813796165174033	0.1605860525396438	0.18137286855684756	-0.20411367566400349	3
236	-0.3438770403234828	-0.32991984621707016	-0.3558088231734315	1.1127279689468692	0.6037959172680252	2
237	-0.1007466336509398	-0.13702247079456592	-0.32873478270059764	1.4353422673687448	0.9944076981447233	2
238	1.1009871584232294	0.6788707757185486	2.5401149933068217	0.7777652496040643	1.027257650465319	1
239	0.8323461399377818	0.39706804870479273	2.652523895065436	0.5694405107004105	0.5310890066177295	1
240	-0.3780511880196742	-0.48307268745795623	0.22532319956933322	0.4554782720172799	-0.2720945491957988	3
241	-0.23760476085409496	-0.21714126090207794	0.03784977559180606	0.18092241571489825	0.16055401336684516	3
242	-0.055722435575186316	0.21222414685474217	0.40866737037884865	0.19550023668567953	0.24146068753990257	3
243	-0.13667744706889184	0.10064227346709252	0.699201841070571	0.29182815205886287	-0.13396479642483022	3
244	-0.5456775150653631	-0.5293447418088484	0.14458046038837322	0.1496984098701085	-0.2915541616829738	0
245	-0.5295107533911245	-0.45206584631580365	-0.19052028276446417	0.4412828848726368	0.11755536783864672	2
246	-0.36506153007645714	0.05530285764236504	-0.29677555935134553	0.4986697835220184	0.3438878427376379	2
247	-0.39712495464833214	-0.22115078643117295	-0.06227897597321966	0.27570856635049573	0.020399396142105525	2
248	-0.5480454369898347	-0.7372307525560816	-0.15956939815420304	0.44032996297041777	0.15021470685834115	2
249	-0.26042676700920764	0.0007033797986630339	-0.4658947923770618	0.49157622161259523	0.4674879659225556	2
250	-0.03930857835612759	0.5162260122053439	-0.5194539854897043	0.35432359339586483	0.49184337194179745	2
251	-0.2929836459371243	-0.03877504103613675	-0.26973279758956237	0.2898017246657615	0.19836512307447038	2
252	-0.4890318935081865	-0.2343785328480646	-0.07123128040155638	0.4417883406026581	0.48362431223237284	2
253	-0.6413709143895423	-0.3257285568704458	0.12960863337147438	0.8505889709287348	0.5373914466133524	2
254	-0.723826602717306	-0.6256862404023942	0.13655573859561287	0.8714866502328433	-0.06069549553710776	2
255	-0.7636134278181455	-0.7560564472299903	0.14070498160798267	0.5914104903952335	-0.10168513956553797	2
256	-0.6912314490547061	-0.5083666617268189	0.36240001411586814	0.6056897277062373	0.14392913219262335	2
257	-0.20129085440591804	-0.038186367040846596	0.19169948985271615	0.4720041155391891	0.6824109549615786	2
258	-0.11069766356046026	-0.16246720584377783	0.06552407516624693	0.4501531177767696	0.9369540716176737	2
259	-0.5781747274973708	-0.5693509164931022	-0.26896446100016586	0.6076810300341322	0.6061146943040834	2
260	-0.42698078862355077	-0.38335878639545246	-0.7130270702309234	0.48686526442961886	0.5057167934241993	2
261	-0.2038264334513011	-0.2094873747446389	-0.21953296377987186	0.366908966965138	0.40173283026158885	2
262	0.10796560558566509	-0.2067187688465191	0.6279487769701526	0.4108812849408025	0.2425981428542312	2
263	-0.029938986787958383	-0.3749058034790986	0.4924359483536028	0.5651911641338221	0.29543085828708626	2
264	-0.6693021546004698	-0.7315119504311145	-0.1392877695969894	0.8875844563182209	0.5651195977669784	2
